,reported_acceptor,don_ID,reported_donor,DOI,PCE_avg,donor_type,acc_SMILES_sidechains,don_mon_SMILES,A_count,B_count,C_count,D_count,E_count,F_count,G_count,H_count,I_count,J_count,K_count,L_count
486,BTP-eC9,12,PBDB-TF,10.1002/adma.201908205,17.4,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
487,BTP-eC9,12,PM6,10.1016/j.cej.2022.139260,17.24,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
488,BTP-eC9,12,PM6,10.1016/j.matchemphys.2022.126061,17.51,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
489,BTP-4Cl-C9-12,12,PM6,10.1021/acsmaterialslett.2c00764,17.3,polymer,N#C/C(C#N)=C1C(C=C(C(Cl)=C2)Cl)=C2C(C/1=C\C3=C(CCCCCCCCC)C4=C(S3)C5=C(S4)C6=C(N5CC(CCCC)CCCCCC)C7=C(C8=NSN=C86)C9=C(N7CC(CCCC)CCCCCC)C%10=C(S9)C(CCCCCCCCC)=C(/C=C%11C(C%12=C(C=C(C(Cl)=C%12)Cl)C\%11=C(C#N)\C#N)=O)S%10)=O,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
490,BTP-eC9,12,PBDB-T-2F,10.1039/D1EE02977K,17.66,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
491,BTP-eC9,12,PM6,10.1039/D2TA03941A,17.2,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
492,BTP-eC9,12,PM6,10.1002/anie.202213869,17.28,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
493,BTP-eC9,12,PM6,10.1021/acsenergylett.2c02201,17.28,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
494,eC9,20,P5T,10.1021/acsmaterialslett.1c00328,5.9,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,O=C(C1=C(SC(CC(CCCCCCCCCC)CCCCCCCC)=C12)CC(CCCCCCCCCC)CCCCCCCC)C3=C(SC(C4=CC=C(S4)C5=CC=CS5)=C3C2=O)C(S6)=CC=C6C7=CC=CS7,0,1,0,0,0,0,0,0,0,0,0,0
495,eC9,21,P5T-2F,10.1021/acsmaterialslett.1c00328,17.4,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,FC1=CSC(C(S2)=CC=C2C3=C4C(C(C5=C(SC(CC(CCCCCCCCCC)CCCCCCCC)=C5C4=O)CC(CCCCCCCCCC)CCCCCCCC)=O)=C(S3)C(S6)=CC=C6C7=CC(F)=CS7)=C1,0,1,0,0,0,0,0,0,0,0,0,0
496,BTP-eC9,69,MPhS-C2,10.1002/adma.202207020,16.97,sm,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,S=C(N(C/1=O)CC)SC1=C\C(S2)=CC=C2C(S3)=C(CCCCCCCC)C=C3C4=CC(SC(C(C5=CC(SCC(CCCCCCCC)CCCCCC)=CC=C5)=C67)=C8C(C9=CC(SCC(CCCCCC)CCCCCCCC)=CC=C9)=C7SC%10=C6SC(C%11=CC(CCCCCCCC)=C(S%11)C%12=CC=C(S%12)/C=C%13SC(N(C/%13=O)CC)=S)=C%10)=C8S4,0,0,0,0,0,0,0,0,0,0,0,0
497,BTP-eC9,70,MPhS-C4,10.1002/adma.202207020,15.63,sm,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,S=C(N(C/1=O)CCCC)SC1=C\C(S2)=CC=C2C(S3)=C(CCCCCCCC)C=C3C4=CC(SC(C(C5=CC(SCC(CCCCCCCC)CCCCCC)=CC=C5)=C67)=C8C(C9=CC(SCC(CCCCCC)CCCCCCCC)=CC=C9)=C7SC%10=C6SC(C%11=CC(CCCCCCCC)=C(S%11)C%12=CC=C(S%12)/C=C%13SC(N(C/%13=O)CCCC)=S)=C%10)=C8S4,0,0,0,0,0,0,0,0,0,0,0,0
498,BTP-eC9,71,MPhS-C6,10.1002/adma.202207020,16.05,sm,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,S=C(N(C/1=O)CCCCCC)SC1=C\C(S2)=CC=C2C(S3)=C(CCCCCCCC)C=C3C4=CC(SC(C(C5=CC(SCC(CCCCCCCC)CCCCCC)=CC=C5)=C67)=C8C(C9=CC(SCC(CCCCCC)CCCCCCCC)=CC=C9)=C7SC%10=C6SC(C%11=CC(CCCCCCCC)=C(S%11)C%12=CC=C(S%12)/C=C%13SC(N(C/%13=O)CCCCCC)=S)=C%10)=C8S4,0,0,0,0,0,0,0,0,0,0,0,0
499,BTP-eC9,73,D18-Cl,10.1021/acsaem.2c02025,15.45,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCCCC(CC1=CSC(C2=CC3=C(S2)C4=C(C=C(S4)C5=CC(CC(CCCCCC)CCCC)=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=CS8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)C%11=NSN=C3%11)=C1)CCCC,1,0,0,0,0,0,1,0,0,0,0,0
500,BTP-eC9,108,PT-2F,10.1002/aenm.202201603,11.8,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCCCCCCCC(CC1=CSC(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(S3)C4=CC=C(S4)C5=CC=CS5)S2)=C1)CCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
501,BTP-eC9,109,PT-4F,10.1002/aenm.202201603,15.3,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCCCCCCCC(CC1=CSC(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(S3)C4=CC(F)=C(S4)C5=C(F)C=CS5)S2)=C1)CCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
502,BTP-eC9,153,PBDS-T,10.1016/j.cej.2022.134878,15.81,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,CCCCC(CC1=C(C(C2=C(SC(C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)[Si](CCC)(CCC)CCC)=C5S4)C=CS6)C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C2C9=O)C%10=CC=CS%10)=O)C9=C(CC(CCCC)CC)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
503,BTP-eC9,154,PBDTTS-2FQx,10.1016/j.cej.2022.135182,12.0,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,FC(C(F)=C(C1=NC(C2=CC(OCC(CCCC)CC)=C(F)C=C2)=C(N=C31)C4=CC(OCC(CCCC)CC)=C(F)C=C4)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)SCC(CCCC)CC)=C7S6)C=CS8)C%10=CC=C(S%10)SCC(CCCC)CC)=C3C%11=CC=CS%11,1,0,0,0,1,0,0,0,0,0,0,0
504,BTP-eC9,155,PBDTTS-2ClQx,10.1016/j.cej.2022.135182,15.8,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,FC1=C(C2=CC=CS2)C(N=C(C(C3=CC(OCC(CC)CCCC)=C(C=C3)Cl)=N4)C5=CC=C(C(OCC(CCCC)CC)=C5)Cl)=C4C(C6=CC=C(S6)C7=CC8=C(C(C9=CC=C(S9)SCC(CC)CCCC)=C%10C=CSC%10=C8C%11=CC=C(S%11)SCC(CCCC)CC)S7)=C1F,1,0,0,0,1,0,0,0,0,0,0,0
505,eC9,310,PTVT-T,10.1093/nsr/nwab031,16.01,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,O=C(OCC(CCCCCC)CCCC)C(C=CS1)=C1/C=C/C2=C(C(OCC(CCCCCC)CCCC)=O)C=C(C3=CC=CS3)S2,0,0,0,0,0,0,0,0,0,0,0,0
506,BTP-eC9,310,PTVT-T,10.1002/agt2.289,15.17,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCC)=C5S3,O=C(OCC(CCCCCC)CCCC)C(C=CS1)=C1/C=C/C2=C(C(OCC(CCCCCC)CCCC)=O)C=C(C3=CC=CS3)S2,0,0,0,0,0,0,0,0,0,0,0,0
507,AC9,12,PBDB-T-2F,10.1002/adfm.202112511,18.15,polymer,O=C1C2=CC(Cl)=C(C=C2C(/C1=C/C3=C(CCCCCCCCC)C(SC4=C5N(C6=C4C7=NSN=C7C8=C6N(C9=C8SC%10=C9SC(/C=C%11/C(C%12=CSC(Cl)=C%12C%11=O)=C(C#N)\C#N)=C%10CCCCCCCCC)CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)=C5S3)=C(C#N)\C#N)Cl,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
508,Y6-1O,12,PBDB-TF,10.1002/adfm.202200807,10.25,polymer,O=C1C2=CC(F)=C(F)C=C2C(/C1=C/C3=C(C4=C(S3)C(N(CC(CCCC)CC)C5=C6C7=NSN=C7C8=C5N(CC(CCCC)CC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C=C(C(F)=C%12)F)C%11=O)=C(C#N)/C#N)=C%10CCCCCCCCCCC)=C6S4)OCCCCCCCCCCC)=C(C#N)\C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
509,Y6-1O,12,PM6,10.1002/aenm.202003141,15.4,polymer,O=C1C2=CC(F)=C(F)C=C2C(/C1=C/C3=C(C4=C(S3)C(N(CC(CCCC)CC)C5=C6C7=NSN=C7C8=C5N(CC(CCCC)CC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C=C(C(F)=C%12)F)C%11=O)=C(C#N)/C#N)=C%10CCCCCCCCCCC)=C6S4)OCCCCCCCCCCC)=C(C#N)\C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
510,Y6-1O,12,PM6,10.1002/aenm.202003777,15.4,polymer,N#C/C(C#N)=C1C(C=C(C(F)=C2)F)=C2C(C/1=C\C3=C(OCCCCCCCCCCC)C4=C(S3)C5=C(S4)C6=C(N5CC(CC)CCCC)C7=C(C8=NSN=C86)C9=C(N7CC(CC)CCCC)C%10=C(S9)C(CCCCCCCCCCC)=C(/C=C%11C(C%12=CC(F)=C(F)C=C%12C\%11=C(C#N)/C#N)=O)S%10)=O,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
511,Y6-1OBO,12,PM6,10.1021/acs.chemmater.2c02851,17.67,polymer,N#C/C(C#N)=C1C(C=C(C(F)=C2)F)=C2C(C/1=C\C3=C(CCCCCCCCCCC)C4=C(S3)C5=C(S4)C6=C(N5CC(CC)CCCC)C7=C(C8=NSN=C86)C9=C(N7CC(CC)CCCC)C%10=C(S9)C(OCCCCCCCCCCC)=C(/C=C%11C(C%12=CC(F)=C(F)C=C%12C\%11=C(C#N)/C#N)=O)S%10)=O,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
512,Y6-1O,15,D18,10.1002/aenm.202201850,15.07,polymer,O=C1C2=CC(F)=C(F)C=C2C(/C1=C/C3=C(C4=C(S3)C(N(CC(CCCC)CC)C5=C6C7=NSN=C7C8=C5N(CC(CCCC)CC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C=C(C(F)=C%12)F)C%11=O)=C(C#N)/C#N)=C%10CCCCCCCCCCC)=C6S4)OCCCCCCCCCCC)=C(C#N)\C#N,CCCCCCC(CCCC)CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C35)C=C(C6=CC(CC(CCCC)CCCCCC)=C(C7=CC8=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C(C=CS%10)C(C%11=CC(F)=C(CC(CC)CCCC)S%11)=C8S7)S6)S4)S2)=C1,1,0,0,0,0,0,1,0,0,0,0,0
513,Y6-1O,111,D18-Fu,10.1002/aenm.202201850,16.2,polymer,O=C1C2=CC(F)=C(F)C=C2C(/C1=C/C3=C(C4=C(S3)C(N(CC(CCCC)CC)C5=C6C7=NSN=C7C8=C5N(CC(CCCC)CC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C=C(C(F)=C%12)F)C%11=O)=C(C#N)/C#N)=C%10CCCCCCCCCCC)=C6S4)OCCCCCCCCCCC)=C(C#N)\C#N,CCCCCCC(CC1=CSC(C2=CC3=C(S2)C4=C(C=C(S4)C5=CC(CC(CCCCCC)CCCC)=C(S5)C6=CC7=C(C8=C(C(C9=CC(F)=C(S9)CC(CCCC)CC)=C7O6)C=CO8)C%10=CC(F)=C(S%10)CC(CCCC)CC)C%11=NSN=C3%11)=C1)CCCC,0,0,0,0,0,0,1,0,0,0,0,1
514,Y7-BO,12,PBDB-TF,10.1002/adfm.202200807,16.72,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)Cl)=O)=CC3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CCCCCC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCCCC)CCCC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)Cl)=O)=C%10CCCCCCCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
515,BTP-eC11,12,PBDB-TF,10.1002/adma.201908205,16.5,polymer,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(Cl)C=C2/1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(Cl)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CCCCCCCCCCC)CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)=C6S4)CCCCCCCCCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
516,BO-4Cl,12,PBDB-TF,10.1002/advs.202103428,16.7,polymer,O=C1C2=CC(Cl)=C(C=C2C(/C1=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CCCC)CCCCCC)C6=C4C7=NSN=C7C8=C6N(CC(CCCC)CCCCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(Cl)C(Cl)=C%12)=C(C#N)/C#N)=C%10CCCCCCCCCCC)=C5S3)=C(C#N)/C#N)Cl,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
517,BTP-4Cl-C12,12,PM6,10.1002/aenm.202003777,16.1,polymer,N#C/C(C#N)=C1C(C=C(C(Cl)=C2)Cl)=C2C(C/1=C\C3=C(CCCCCCCCCCC)C4=C(S3)C5=C(S4)C6=C(N5CC(CCCC)CCCCCC)C7=C(C8=NSN=C86)C9=C(N7CC(CCCC)CCCCCC)C%10=C(S9)C(CCCCCCCCCCC)=C(/C=C%11C(C%12=CC(Cl)=C(Cl)C=C%12C\%11=C(C#N)/C#N)=O)S%10)=O,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
