,reported_acceptor,don_ID,reported_donor,DOI,PCE_avg,donor_type,acc_SMILES_sidechains,don_mon_SMILES,A_count,B_count,C_count,D_count,E_count,F_count,G_count,H_count,I_count,J_count,K_count,L_count
0,BTz-Np,0,P3HT,10.1002/adfm.201504153,1.51,polymer,O=C1C=2C=CC=C3C(C#CC=4SC(=CC4CCCCCC)C5=CC=C(C=6SC(C#CC7=CC=C8C(=O)N(C(=O)C=9C=CC=C7C98)C%10=CC=C%11C=%12C=CC=CC%12C(C%11=C%10)(CCCC)CCCC)=C(C6)CCCCCC)C%13=NSN=C%135)=CC=C(C(=O)N1C%14=CC=C%15C=%16C=CC=CC%16C(C%15=C%14)(CCCC)CCCC)C32,CCCCCCC1=CSC=C1,0,0,0,0,0,0,0,0,0,0,0,0
1,NTz-Np,0,P3HT,10.1002/adfm.201504153,2.71,polymer,O=C1C=2C=CC=C3C(C#CC=4SC(=CC4CCCCCC)C5=CC=6C7=NSN=C7C(=CC6C8=NSN=C85)C=9SC(C#CC%10=CC=C%11C(=O)N(C(=O)C=%12C=CC=C%10C%12%11)C%13=CC=C%14C=%15C=CC=CC%15C(C%14=C%13)(CCCC)CCCC)=C(C9)CCCCCC)=CC=C(C(=O)N1C%16=CC=C%17C=%18C=CC=CC%18C(C%17=C%16)(CCCC)CCCC)C32,CCCCCCC1=CSC=C1,0,0,0,0,0,0,0,0,0,0,0,0
2,ITIC,0,P3HT,10.1002/adma.201601803,1.22,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCCCC1=CSC=C1,0,0,0,0,0,0,0,0,0,0,0,0
3,ITIC,0,P3HT,10.1002/bkcs.12614,1.22,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCCCC1=CSC=C1,0,0,0,0,0,0,0,0,0,0,0,0
4,ITIC,1,PBDT-NQx,10.1002/adfm.201701491,8.86,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CCCCCC)CC(S1)=CC=C1C(C2=C(C(C3=CC=C(S3)CC(CCCCCC)CCCC)=C4S5)C=CS2)=C4C=C5C(S6)=CC=C6C(C=C(C7=NC(C8=CC=C(S8)CCCCCCCC)=C(N=C97)C%10=CC=C(S%10)CCCCCCCC)C(C=C9C%11=CC=CS%11)=C%12N=C%13C%14=CC=C(S%14)CCCCCCCC)=C%12N=C%13C%15=CC=C(S%15)CCCCCCCC,1,0,0,0,0,0,0,0,0,0,0,0
5,ITIC,2,PBDTS-NQx,10.1002/adfm.201701491,11.02,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCCCCCC1=CC=C(S1)C2=NC3=CC=C4C(C=C(C5=NC(C6=CC=C(S6)CCCCCCCC)=C(N=C54)C7=CC=C(S7)CCCCCCCC)C8=CC=C(S8)C9=CC%10=C(C%11=C(C(C%12=CC=C(S%12)SCC(CCCCCC)CCCC)=C%10S9)C=C(C%13=CC=CS%13)S%11)C%14=CC=C(S%14)SCC(CCCCCC)CCCC)=C3N=C2C%15=CC=C(S%15)CCCCCCCC,1,0,0,0,0,0,0,0,0,0,0,0
6,ITIC,3,PBDB-T,10.1002/adfm.201705095,10.06,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
7,ITIC,3,PBDB-T,10.1002/adma.201600281,10.68,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
8,ITIC,3,PBDB-T,10.1002/adma.201705209,9.9,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
9,ITIC,3,PBDB-T,10.1002/aenm.201903650,7.5,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
10,ITIC,3,PBDB-T,10.1002/bkcs.12614,10.68,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
11,ITIC,3,PBDB-T,10.1021/acs.chemmater.7b02853,10.6,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
12,ITIC-C6,3,PBDB-T,10.1021/acs.chemmater.7b04616,8.77,polymer,O=C(C1=C(C/2=C(C#N)\C#N)C=CC=C1)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=C4C=C(C(C8=CC=C(CCCCCC)C=C8)(C9=C%10SC%11=C9SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%11)C%14=CC=C(CCCCCC)C=C%14)C%10=C7)C%15=CC=C(C=C%15)CCCCCC)=C5S3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
13,ITIC,3,PBDB-T,10.1021/acsami.9b08462,10.01,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
14,ITIC,3,PBDB-T,10.1021/jacs.7b01493,10.1,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
15,ITIC,3,PBDB-T,10.1039/C7TA01554B,8.93,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
16,ITIC,3,PBDB-T,10.1039/C7TA10136H,0.02,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
17,ITIC,3,PBDB-T,10.1039/C8TA12530A,9.32,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
18,ITIC,4,PB2T,10.1002/adfm.201706517,0.01,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCCCCCSC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)SCCCCCCCC)C6=CC(C(OCC(CCCC)CC)=O)=C(S6)C7=C(C(OCC(CCCC)CC)=O)C=CS7,1,0,0,0,0,0,0,0,0,0,0,0
19,ITIC,5,PBDT-2TC,10.1002/adfm.201706517,9.16,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCC(CCCC)CC(S1)=CC=C1C(C2=C(C(C3=CC=C(S3)CC(CCCC)CC)=C4S5)C=CS2)=C4C=C5C6=CC(C(OCC(CCCCCC)CCCC)=O)=C(S6)C7=CC=CS7,1,0,0,0,0,0,0,0,0,0,0,0
20,ITIC,6,PBDT-S-2TC,10.1002/adfm.201706517,9.75,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCC(CCCC)CSC(S1)=CC=C1C(C2=C(C(C3=CC=C(S3)SCC(CCCC)CC)=C4S5)C=CS2)=C4C=C5C6=CC(C(OCC(CCCCCC)CCCC)=O)=C(S6)C7=CC=CS7,1,0,0,0,0,0,0,0,0,0,0,0
21,ITIC,7,PTB7-Th,10.1002/adma.201702547,8.79,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
22,ITIC,7,PTB7-Th,10.1002/bkcs.12614,7.76,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
23,ITIC,7,PTB7-Th,10.1021/acs.chemmater.7b02853,6.73,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
24,ITIC,7,PBT7-Th,10.1021/acsaem.8b00506,6.8,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
25,ITIC,7,PTB7-Th,10.1021/acsenergylett.7b00551,6.49,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
26,ITIC,7,PTB7-Th,10.1021/acsenergylett.8b00366,7.8,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
27,ITIC,7,PTB7-Th,10.1039/C7TA09837E,6.8,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
28,ITIC,7,PTB7-Th,10.1039/C7TA10391C,6.8,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(COC(C1=C(F)C2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=CS5)C7=CC=C(S7)CC(CCCC)CC)=C2S1)=O)CC,1,0,0,0,0,1,0,0,0,0,0,0
29,ITIC,10,J52-2Cl,10.1021/acs.jpclett.8b03247,10.9,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCCCCCC(CN1N=C2C=C(C(F)=C(C2=N1)C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC(Cl)=C(S7)CC(CCCC)CC)=C5S4)C=C(C8=CC=CS8)S6)C9=CC(Cl)=C(S9)CC(CCCC)CC)F)CCCCCC,1,0,1,0,0,0,0,0,0,0,0,0
30,ITIC,12,PM6,10.1002/bkcs.12614,9.5,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
31,ITIC-C6,12,PBDB-TF,10.1021/acs.chemmater.7b04616,9.05,polymer,O=C(C1=C(C/2=C(C#N)\C#N)C=CC=C1)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=C4C=C(C(C8=CC=C(CCCCCC)C=C8)(C9=C%10SC%11=C9SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC=C%13)=O)=C%11)C%14=CC=C(CCCCCC)C=C%14)C%10=C7)C%15=CC=C(C=C%15)CCCCCC)=C5S3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
32,ITIC-0F,12,PBDB-TF,10.1021/jacs.8b13653,8.33,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
33,ITIC,17,PTQ10,10.1021/acsami.9b22666,10.53,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,FC1=CC2=NC(OCC(CCCCCCCC)CCCCCC)=CN=C2C(C3=CC=CS3)=C1F,0,0,0,0,1,0,0,0,0,0,0,0
